Memory (MB),CPU Usage (%),CPU Time
Memory: 136 MB, CPU Usage: 79.8%, CPU Time: 14:30
Memory: 136 MB, CPU Usage: 79.8%, CPU Time: 14:31
Memory: 136 MB, CPU Usage: 79.8%, CPU Time: 14:32
Memory: 136 MB, CPU Usage: 79.8%, CPU Time: 14:33
Memory: 136 MB, CPU Usage: 79.8%, CPU Time: 14:34
Memory: 136 MB, CPU Usage: 79.8%, CPU Time: 14:35
Memory: 137 MB, CPU Usage: 79.8%, CPU Time: 14:36
Memory: 137 MB, CPU Usage: 79.9%, CPU Time: 14:38
Memory: 136 MB, CPU Usage: 79.9%, CPU Time: 14:39
Memory: 136 MB, CPU Usage: 79.9%, CPU Time: 14:40
Memory: 136 MB, CPU Usage: 79.9%, CPU Time: 14:41
Memory: 136 MB, CPU Usage: 79.9%, CPU Time: 14:42
Memory: 137 MB, CPU Usage: 79.9%, CPU Time: 14:43
Memory: 137 MB, CPU Usage: 79.9%, CPU Time: 14:44
Memory: 136 MB, CPU Usage: 80.0%, CPU Time: 14:45
Memory: 136 MB, CPU Usage: 80.0%, CPU Time: 14:46
Memory: 136 MB, CPU Usage: 80.0%, CPU Time: 14:47
Memory: 135 MB, CPU Usage: 80.0%, CPU Time: 14:48
Memory: 137 MB, CPU Usage: 80.0%, CPU Time: 14:49
Memory: 137 MB, CPU Usage: 80.0%, CPU Time: 14:50
Memory: 136 MB, CPU Usage: 80.0%, CPU Time: 14:51
Memory: 136 MB, CPU Usage: 80.0%, CPU Time: 14:52
Memory: 136 MB, CPU Usage: 80.1%, CPU Time: 14:53
Memory: 136 MB, CPU Usage: 80.1%, CPU Time: 14:54
Memory: 137 MB, CPU Usage: 80.1%, CPU Time: 14:55
Memory: 137 MB, CPU Usage: 80.1%, CPU Time: 14:56
Memory: 137 MB, CPU Usage: 80.1%, CPU Time: 14:57
Memory: 137 MB, CPU Usage: 80.1%, CPU Time: 14:58
Memory: 137 MB, CPU Usage: 80.1%, CPU Time: 14:59
Memory: 137 MB, CPU Usage: 80.2%, CPU Time: 15:00
Memory: 137 MB, CPU Usage: 80.2%, CPU Time: 15:01
Memory: 137 MB, CPU Usage: 80.2%, CPU Time: 15:02
Memory: 137 MB, CPU Usage: 80.2%, CPU Time: 15:04
Memory: 137 MB, CPU Usage: 80.2%, CPU Time: 15:05
Memory: 137 MB, CPU Usage: 80.2%, CPU Time: 15:06
Memory: 137 MB, CPU Usage: 80.2%, CPU Time: 15:07
Memory: 137 MB, CPU Usage: 80.2%, CPU Time: 15:08
Memory: 137 MB, CPU Usage: 80.3%, CPU Time: 15:09
Memory: 137 MB, CPU Usage: 80.3%, CPU Time: 15:10
Memory: 137 MB, CPU Usage: 80.3%, CPU Time: 15:11
Memory: 137 MB, CPU Usage: 80.3%, CPU Time: 15:12
Memory: 137 MB, CPU Usage: 80.3%, CPU Time: 15:13
Memory: 137 MB, CPU Usage: 80.3%, CPU Time: 15:14
Memory: 137 MB, CPU Usage: 80.3%, CPU Time: 15:15
Memory: 137 MB, CPU Usage: 80.3%, CPU Time: 15:16
Memory: 137 MB, CPU Usage: 80.4%, CPU Time: 15:17
Memory: 137 MB, CPU Usage: 80.4%, CPU Time: 15:18
Memory: 137 MB, CPU Usage: 80.4%, CPU Time: 15:19
Memory: 137 MB, CPU Usage: 80.4%, CPU Time: 15:20
Memory: 137 MB, CPU Usage: 80.4%, CPU Time: 15:21
Memory: 137 MB, CPU Usage: 80.4%, CPU Time: 15:22
Memory: 137 MB, CPU Usage: 80.4%, CPU Time: 15:23
Memory: 137 MB, CPU Usage: 80.4%, CPU Time: 15:24
Memory: 137 MB, CPU Usage: 80.5%, CPU Time: 15:25
Memory: 137 MB, CPU Usage: 80.5%, CPU Time: 15:26
Memory: 138 MB, CPU Usage: 80.5%, CPU Time: 15:27
Memory: 137 MB, CPU Usage: 80.5%, CPU Time: 15:28
Memory: 137 MB, CPU Usage: 80.5%, CPU Time: 15:29
Memory: 137 MB, CPU Usage: 80.5%, CPU Time: 15:31
Memory: 137 MB, CPU Usage: 80.5%, CPU Time: 15:32
Memory: 138 MB, CPU Usage: 80.5%, CPU Time: 15:33
Memory: 137 MB, CPU Usage: 80.5%, CPU Time: 15:34
Memory: 137 MB, CPU Usage: 80.6%, CPU Time: 15:35
Memory: 137 MB, CPU Usage: 80.6%, CPU Time: 15:36
Memory: 138 MB, CPU Usage: 80.6%, CPU Time: 15:37
Memory: 138 MB, CPU Usage: 80.6%, CPU Time: 15:38
Memory: 138 MB, CPU Usage: 80.6%, CPU Time: 15:39
Memory: 137 MB, CPU Usage: 80.6%, CPU Time: 15:40
Memory: 137 MB, CPU Usage: 80.6%, CPU Time: 15:41
Memory: 138 MB, CPU Usage: 80.6%, CPU Time: 15:42
Memory: 137 MB, CPU Usage: 80.7%, CPU Time: 15:43
Memory: 137 MB, CPU Usage: 80.7%, CPU Time: 15:44
Memory: 137 MB, CPU Usage: 80.7%, CPU Time: 15:45
Memory: 137 MB, CPU Usage: 80.7%, CPU Time: 15:46
Memory: 137 MB, CPU Usage: 80.7%, CPU Time: 15:47
Memory: 137 MB, CPU Usage: 80.7%, CPU Time: 15:48
Memory: 138 MB, CPU Usage: 80.7%, CPU Time: 15:49
Memory: 137 MB, CPU Usage: 80.7%, CPU Time: 15:50
Memory: 137 MB, CPU Usage: 80.7%, CPU Time: 15:51
Memory: 137 MB, CPU Usage: 80.7%, CPU Time: 15:52
Memory: 137 MB, CPU Usage: 80.8%, CPU Time: 15:53
Memory: 137 MB, CPU Usage: 80.8%, CPU Time: 15:54
Memory: 137 MB, CPU Usage: 80.8%, CPU Time: 15:55
Memory: 138 MB, CPU Usage: 80.8%, CPU Time: 15:56
Memory: 137 MB, CPU Usage: 80.8%, CPU Time: 15:58
Memory: 137 MB, CPU Usage: 80.8%, CPU Time: 15:59
Memory: 137 MB, CPU Usage: 80.8%, CPU Time: 16:00
Memory: 138 MB, CPU Usage: 80.8%, CPU Time: 16:01
Memory: 137 MB, CPU Usage: 80.8%, CPU Time: 16:02
Memory: 138 MB, CPU Usage: 80.9%, CPU Time: 16:03
Memory: 137 MB, CPU Usage: 80.9%, CPU Time: 16:04
Memory: 137 MB, CPU Usage: 80.9%, CPU Time: 16:05
Memory: 138 MB, CPU Usage: 80.9%, CPU Time: 16:06
Memory: 137 MB, CPU Usage: 80.9%, CPU Time: 16:07
Memory: 137 MB, CPU Usage: 80.9%, CPU Time: 16:08
Memory: 137 MB, CPU Usage: 80.9%, CPU Time: 16:09
Memory: 138 MB, CPU Usage: 80.9%, CPU Time: 16:10
Memory: 137 MB, CPU Usage: 80.9%, CPU Time: 16:11
Memory: 137 MB, CPU Usage: 80.9%, CPU Time: 16:12
Memory: 137 MB, CPU Usage: 81.0%, CPU Time: 16:13
Memory: 137 MB, CPU Usage: 81.0%, CPU Time: 16:14
Memory: 137 MB, CPU Usage: 81.0%, CPU Time: 16:15
Memory: 137 MB, CPU Usage: 81.0%, CPU Time: 16:16
Memory: 137 MB, CPU Usage: 81.0%, CPU Time: 16:17
Memory: 137 MB, CPU Usage: 81.0%, CPU Time: 16:18
Memory: 138 MB, CPU Usage: 81.0%, CPU Time: 16:19
Memory: 137 MB, CPU Usage: 81.0%, CPU Time: 16:20
Memory: 137 MB, CPU Usage: 81.0%, CPU Time: 16:21
Memory: 138 MB, CPU Usage: 81.0%, CPU Time: 16:22
Memory: 138 MB, CPU Usage: 81.1%, CPU Time: 16:23
Memory: 138 MB, CPU Usage: 81.1%, CPU Time: 16:25
Memory: 138 MB, CPU Usage: 81.1%, CPU Time: 16:26
Memory: 137 MB, CPU Usage: 81.1%, CPU Time: 16:27
Memory: 138 MB, CPU Usage: 81.1%, CPU Time: 16:28
Memory: 137 MB, CPU Usage: 81.1%, CPU Time: 16:29
Memory: 138 MB, CPU Usage: 81.1%, CPU Time: 16:30
Memory: 138 MB, CPU Usage: 81.1%, CPU Time: 16:31
Memory: 138 MB, CPU Usage: 81.1%, CPU Time: 16:32
Memory: 138 MB, CPU Usage: 81.1%, CPU Time: 16:33
Memory: 138 MB, CPU Usage: 81.2%, CPU Time: 16:34
Memory: 138 MB, CPU Usage: 81.2%, CPU Time: 16:35
Memory: 138 MB, CPU Usage: 81.2%, CPU Time: 16:36
Memory: 138 MB, CPU Usage: 81.2%, CPU Time: 16:37
Memory: 138 MB, CPU Usage: 81.2%, CPU Time: 16:38
Memory: 138 MB, CPU Usage: 81.2%, CPU Time: 16:39
Memory: 138 MB, CPU Usage: 81.2%, CPU Time: 16:40
Memory: 138 MB, CPU Usage: 81.2%, CPU Time: 16:41
Memory: 138 MB, CPU Usage: 81.2%, CPU Time: 16:42
Memory: 138 MB, CPU Usage: 81.2%, CPU Time: 16:43
Memory: 138 MB, CPU Usage: 81.3%, CPU Time: 16:44
Memory: 138 MB, CPU Usage: 81.3%, CPU Time: 16:45
Memory: 138 MB, CPU Usage: 81.3%, CPU Time: 16:46
Memory: 138 MB, CPU Usage: 81.3%, CPU Time: 16:47
Memory: 138 MB, CPU Usage: 81.3%, CPU Time: 16:48
Memory: 138 MB, CPU Usage: 81.3%, CPU Time: 16:49
Memory: 138 MB, CPU Usage: 81.3%, CPU Time: 16:50
Memory: 138 MB, CPU Usage: 81.3%, CPU Time: 16:52
Memory: 138 MB, CPU Usage: 81.3%, CPU Time: 16:53
Memory: 139 MB, CPU Usage: 81.3%, CPU Time: 16:54
Memory: 138 MB, CPU Usage: 81.4%, CPU Time: 16:55
Memory: 138 MB, CPU Usage: 81.4%, CPU Time: 16:56
Memory: 138 MB, CPU Usage: 81.4%, CPU Time: 16:57
Memory: 138 MB, CPU Usage: 81.4%, CPU Time: 16:58
Memory: 139 MB, CPU Usage: 81.4%, CPU Time: 16:59
Memory: 139 MB, CPU Usage: 81.4%, CPU Time: 17:00
Memory: 139 MB, CPU Usage: 81.4%, CPU Time: 17:01
Memory: 139 MB, CPU Usage: 81.4%, CPU Time: 17:02
Memory: 138 MB, CPU Usage: 81.4%, CPU Time: 17:03
Memory: 138 MB, CPU Usage: 81.4%, CPU Time: 17:04
Memory: 138 MB, CPU Usage: 81.4%, CPU Time: 17:05
Memory: 138 MB, CPU Usage: 81.5%, CPU Time: 17:06
Memory: 138 MB, CPU Usage: 81.5%, CPU Time: 17:07
Memory: 138 MB, CPU Usage: 81.5%, CPU Time: 17:08
Memory: 138 MB, CPU Usage: 81.5%, CPU Time: 17:09
Memory: 133 MB, CPU Usage: 81.5%, CPU Time: 17:10
Memory: 138 MB, CPU Usage: 81.5%, CPU Time: 17:11
Memory: 139 MB, CPU Usage: 81.5%, CPU Time: 17:12
Memory: 138 MB, CPU Usage: 81.5%, CPU Time: 17:13
Memory: 139 MB, CPU Usage: 81.5%, CPU Time: 17:14
Memory: 139 MB, CPU Usage: 81.5%, CPU Time: 17:15
Memory: 138 MB, CPU Usage: 81.5%, CPU Time: 17:16
Memory: 138 MB, CPU Usage: 81.6%, CPU Time: 17:17
Memory: 138 MB, CPU Usage: 81.6%, CPU Time: 17:19
Memory: 139 MB, CPU Usage: 81.6%, CPU Time: 17:20
Memory: 139 MB, CPU Usage: 81.6%, CPU Time: 17:21
Memory: 139 MB, CPU Usage: 81.6%, CPU Time: 17:22
Memory: 139 MB, CPU Usage: 81.6%, CPU Time: 17:23
Memory: 138 MB, CPU Usage: 81.6%, CPU Time: 17:24
Memory: 138 MB, CPU Usage: 81.6%, CPU Time: 17:25
Memory: 139 MB, CPU Usage: 81.6%, CPU Time: 17:26
Memory: 139 MB, CPU Usage: 81.6%, CPU Time: 17:27
Memory: 139 MB, CPU Usage: 81.6%, CPU Time: 17:28
Memory: 139 MB, CPU Usage: 81.7%, CPU Time: 17:29
Memory: 138 MB, CPU Usage: 81.7%, CPU Time: 17:30
Memory: 139 MB, CPU Usage: 81.7%, CPU Time: 17:31
Memory: 138 MB, CPU Usage: 81.7%, CPU Time: 17:32
Memory: 138 MB, CPU Usage: 81.7%, CPU Time: 17:33
Memory: 139 MB, CPU Usage: 81.7%, CPU Time: 17:34
Memory: 138 MB, CPU Usage: 81.7%, CPU Time: 17:35
Memory: 139 MB, CPU Usage: 81.7%, CPU Time: 17:36
Memory: 138 MB, CPU Usage: 81.7%, CPU Time: 17:37
Memory: 139 MB, CPU Usage: 81.7%, CPU Time: 17:38
Memory: 138 MB, CPU Usage: 81.7%, CPU Time: 17:39
Memory: 138 MB, CPU Usage: 81.8%, CPU Time: 17:40
Memory: 138 MB, CPU Usage: 81.8%, CPU Time: 17:41
Memory: 138 MB, CPU Usage: 81.8%, CPU Time: 17:42
Memory: 138 MB, CPU Usage: 81.8%, CPU Time: 17:43
Memory: 138 MB, CPU Usage: 81.8%, CPU Time: 17:45
Memory: 138 MB, CPU Usage: 81.8%, CPU Time: 17:46
Memory: 138 MB, CPU Usage: 81.8%, CPU Time: 17:47
Memory: 139 MB, CPU Usage: 81.8%, CPU Time: 17:48
Memory: 138 MB, CPU Usage: 81.8%, CPU Time: 17:49
Memory: 138 MB, CPU Usage: 81.8%, CPU Time: 17:50
Memory: 138 MB, CPU Usage: 81.8%, CPU Time: 17:51
Memory: 139 MB, CPU Usage: 81.8%, CPU Time: 17:52
Memory: 139 MB, CPU Usage: 81.9%, CPU Time: 17:53
Memory: 139 MB, CPU Usage: 81.9%, CPU Time: 17:54
Memory: 139 MB, CPU Usage: 81.9%, CPU Time: 17:55
Memory: 138 MB, CPU Usage: 81.9%, CPU Time: 17:56
Memory: 139 MB, CPU Usage: 81.9%, CPU Time: 17:57
Memory: 138 MB, CPU Usage: 81.9%, CPU Time: 17:58
Memory: 139 MB, CPU Usage: 81.9%, CPU Time: 17:59
Memory: 139 MB, CPU Usage: 81.9%, CPU Time: 18:00
Memory: 139 MB, CPU Usage: 81.9%, CPU Time: 18:01
Memory: 139 MB, CPU Usage: 81.9%, CPU Time: 18:02
Memory: 139 MB, CPU Usage: 81.9%, CPU Time: 18:03
Memory: 139 MB, CPU Usage: 81.9%, CPU Time: 18:04
Memory: 139 MB, CPU Usage: 82.0%, CPU Time: 18:05
Memory: 139 MB, CPU Usage: 82.0%, CPU Time: 18:06
Memory: 139 MB, CPU Usage: 82.0%, CPU Time: 18:07
Memory: 139 MB, CPU Usage: 82.0%, CPU Time: 18:08
Memory: 139 MB, CPU Usage: 82.0%, CPU Time: 18:09
Memory: 139 MB, CPU Usage: 82.0%, CPU Time: 18:10
Memory: 139 MB, CPU Usage: 82.0%, CPU Time: 18:12
Memory: 139 MB, CPU Usage: 82.0%, CPU Time: 18:13
Memory: 139 MB, CPU Usage: 82.0%, CPU Time: 18:14
Memory: 139 MB, CPU Usage: 82.0%, CPU Time: 18:15
Memory: 139 MB, CPU Usage: 82.0%, CPU Time: 18:16
Memory: 139 MB, CPU Usage: 82.0%, CPU Time: 18:17
Memory: 139 MB, CPU Usage: 82.1%, CPU Time: 18:18
Memory: 139 MB, CPU Usage: 82.1%, CPU Time: 18:19
Memory: 139 MB, CPU Usage: 82.1%, CPU Time: 18:20
Memory: 140 MB, CPU Usage: 82.1%, CPU Time: 18:21
Memory: 140 MB, CPU Usage: 82.1%, CPU Time: 18:22
Memory: 139 MB, CPU Usage: 82.1%, CPU Time: 18:23
Memory: 139 MB, CPU Usage: 82.1%, CPU Time: 18:24
Memory: 139 MB, CPU Usage: 82.1%, CPU Time: 18:25
Memory: 140 MB, CPU Usage: 82.1%, CPU Time: 18:26
Memory: 140 MB, CPU Usage: 82.1%, CPU Time: 18:27
Memory: 140 MB, CPU Usage: 82.1%, CPU Time: 18:28
Memory: 140 MB, CPU Usage: 82.1%, CPU Time: 18:29
Memory: 139 MB, CPU Usage: 82.2%, CPU Time: 18:30
Memory: 139 MB, CPU Usage: 82.2%, CPU Time: 18:31
Memory: 139 MB, CPU Usage: 82.2%, CPU Time: 18:32
Memory: 139 MB, CPU Usage: 82.2%, CPU Time: 18:33
Memory: 139 MB, CPU Usage: 82.2%, CPU Time: 18:34
Memory: 139 MB, CPU Usage: 82.2%, CPU Time: 18:35
Memory: 139 MB, CPU Usage: 82.2%, CPU Time: 18:36
Memory: 139 MB, CPU Usage: 82.2%, CPU Time: 18:37
Memory: 126 MB, CPU Usage: 82.2%, CPU Time: 18:39
Memory: 139 MB, CPU Usage: 82.2%, CPU Time: 18:40
Memory: 139 MB, CPU Usage: 82.2%, CPU Time: 18:41
Memory: 139 MB, CPU Usage: 82.2%, CPU Time: 18:42
Memory: 139 MB, CPU Usage: 82.2%, CPU Time: 18:43
Memory: 139 MB, CPU Usage: 82.3%, CPU Time: 18:44
Memory: 139 MB, CPU Usage: 82.3%, CPU Time: 18:45
Memory: 140 MB, CPU Usage: 82.3%, CPU Time: 18:46
Memory: 140 MB, CPU Usage: 82.3%, CPU Time: 18:47
Memory: 133 MB, CPU Usage: 82.3%, CPU Time: 18:48
Memory: 133 MB, CPU Usage: 82.3%, CPU Time: 18:49
Memory: 133 MB, CPU Usage: 82.3%, CPU Time: 18:50
Memory: 133 MB, CPU Usage: 82.3%, CPU Time: 18:51
Memory: 119 MB, CPU Usage: 82.3%, CPU Time: 18:52
Memory: 131 MB, CPU Usage: 82.3%, CPU Time: 18:53
Memory: 118 MB, CPU Usage: 82.3%, CPU Time: 18:54
Memory: 131 MB, CPU Usage: 82.3%, CPU Time: 18:55
Memory: 135 MB, CPU Usage: 82.3%, CPU Time: 18:56
Memory: 119 MB, CPU Usage: 82.4%, CPU Time: 18:57
Memory: 128 MB, CPU Usage: 82.4%, CPU Time: 18:58
Memory: 118 MB, CPU Usage: 82.4%, CPU Time: 18:59
Memory: 128 MB, CPU Usage: 82.4%, CPU Time: 19:00
Memory: 132 MB, CPU Usage: 82.4%, CPU Time: 19:01
Memory: 129 MB, CPU Usage: 82.4%, CPU Time: 19:02
Memory: 132 MB, CPU Usage: 82.4%, CPU Time: 19:03
Memory: 128 MB, CPU Usage: 82.4%, CPU Time: 19:04
Memory: 125 MB, CPU Usage: 82.4%, CPU Time: 19:06
Memory: 128 MB, CPU Usage: 82.4%, CPU Time: 19:07
Memory: 129 MB, CPU Usage: 82.4%, CPU Time: 19:08
Memory: 128 MB, CPU Usage: 82.4%, CPU Time: 19:09
Memory: 128 MB, CPU Usage: 82.4%, CPU Time: 19:10
Memory: 132 MB, CPU Usage: 82.5%, CPU Time: 19:11
Memory: 129 MB, CPU Usage: 82.5%, CPU Time: 19:12
Memory: 132 MB, CPU Usage: 82.5%, CPU Time: 19:13
Memory: 128 MB, CPU Usage: 82.5%, CPU Time: 19:14
Memory: 132 MB, CPU Usage: 82.5%, CPU Time: 19:15
Memory: 118 MB, CPU Usage: 82.5%, CPU Time: 19:16
Memory: 119 MB, CPU Usage: 82.5%, CPU Time: 19:17
Memory: 125 MB, CPU Usage: 82.5%, CPU Time: 19:18
Memory: 129 MB, CPU Usage: 82.5%, CPU Time: 19:19
Memory: 129 MB, CPU Usage: 82.5%, CPU Time: 19:20
Memory: 129 MB, CPU Usage: 82.5%, CPU Time: 19:21
Memory: 129 MB, CPU Usage: 82.5%, CPU Time: 19:22
Memory: 115 MB, CPU Usage: 82.5%, CPU Time: 19:23
Memory: 118 MB, CPU Usage: 82.5%, CPU Time: 19:24
Memory: 119 MB, CPU Usage: 82.6%, CPU Time: 19:25
Memory: 128 MB, CPU Usage: 82.6%, CPU Time: 19:26
Memory: 127 MB, CPU Usage: 82.6%, CPU Time: 19:27
Memory: 123 MB, CPU Usage: 82.6%, CPU Time: 19:28
Memory: 133 MB, CPU Usage: 82.6%, CPU Time: 19:29
Memory: 121 MB, CPU Usage: 82.6%, CPU Time: 19:30
Memory: 133 MB, CPU Usage: 82.6%, CPU Time: 19:31
Memory: 133 MB, CPU Usage: 82.6%, CPU Time: 19:33
Memory: 130 MB, CPU Usage: 82.6%, CPU Time: 19:34
Memory: 129 MB, CPU Usage: 82.6%, CPU Time: 19:35
Memory: 129 MB, CPU Usage: 82.6%, CPU Time: 19:36
Memory: 120 MB, CPU Usage: 82.6%, CPU Time: 19:37
Memory: 127 MB, CPU Usage: 82.6%, CPU Time: 19:38
Memory: 129 MB, CPU Usage: 82.7%, CPU Time: 19:39
Memory: 119 MB, CPU Usage: 82.7%, CPU Time: 19:40
Memory: 126 MB, CPU Usage: 82.7%, CPU Time: 19:41
Memory: 119 MB, CPU Usage: 82.7%, CPU Time: 19:42
Memory: 119 MB, CPU Usage: 82.7%, CPU Time: 19:43
Memory: 126 MB, CPU Usage: 82.7%, CPU Time: 19:44
Memory: 127 MB, CPU Usage: 82.7%, CPU Time: 19:45
Memory: 129 MB, CPU Usage: 82.7%, CPU Time: 19:46
Memory: 127 MB, CPU Usage: 82.7%, CPU Time: 19:47
Memory: 123 MB, CPU Usage: 82.7%, CPU Time: 19:48
Memory: 119 MB, CPU Usage: 82.7%, CPU Time: 19:49
Memory: 127 MB, CPU Usage: 82.7%, CPU Time: 19:50
Memory: 127 MB, CPU Usage: 82.8%, CPU Time: 19:51
Memory: 119 MB, CPU Usage: 82.8%, CPU Time: 19:52
Memory: 126 MB, CPU Usage: 82.8%, CPU Time: 19:53
Memory: 119 MB, CPU Usage: 82.8%, CPU Time: 19:54
Memory: 119 MB, CPU Usage: 82.8%, CPU Time: 19:55
Memory: 127 MB, CPU Usage: 82.8%, CPU Time: 19:56
Memory: 127 MB, CPU Usage: 82.8%, CPU Time: 19:57
Memory: 119 MB, CPU Usage: 82.8%, CPU Time: 19:58
Memory: 130 MB, CPU Usage: 82.8%, CPU Time: 20:00
Memory: 128 MB, CPU Usage: 82.8%, CPU Time: 20:01
Memory: 120 MB, CPU Usage: 82.8%, CPU Time: 20:02
Memory: 128 MB, CPU Usage: 82.8%, CPU Time: 20:03
Memory: 119 MB, CPU Usage: 82.8%, CPU Time: 20:04
Memory: 130 MB, CPU Usage: 82.9%, CPU Time: 20:05
Memory: 127 MB, CPU Usage: 82.9%, CPU Time: 20:06
Memory: 123 MB, CPU Usage: 82.9%, CPU Time: 20:07
Memory: 120 MB, CPU Usage: 82.9%, CPU Time: 20:08
Memory: 127 MB, CPU Usage: 82.9%, CPU Time: 20:09
Memory: 119 MB, CPU Usage: 82.9%, CPU Time: 20:10
Memory: 119 MB, CPU Usage: 82.9%, CPU Time: 20:11
Memory: 128 MB, CPU Usage: 82.9%, CPU Time: 20:12
Memory: 119 MB, CPU Usage: 82.9%, CPU Time: 20:13
Memory: 130 MB, CPU Usage: 82.9%, CPU Time: 20:14
Memory: 127 MB, CPU Usage: 82.9%, CPU Time: 20:15
Memory: 119 MB, CPU Usage: 82.9%, CPU Time: 20:16
Memory: 120 MB, CPU Usage: 83.0%, CPU Time: 20:17
Memory: 131 MB, CPU Usage: 83.0%, CPU Time: 20:18
Memory: 119 MB, CPU Usage: 83.0%, CPU Time: 20:19
Memory: 127 MB, CPU Usage: 83.0%, CPU Time: 20:20
Memory: 120 MB, CPU Usage: 83.0%, CPU Time: 20:21
Memory: 129 MB, CPU Usage: 83.0%, CPU Time: 20:22
Memory: 127 MB, CPU Usage: 83.0%, CPU Time: 20:23
Memory: 119 MB, CPU Usage: 83.0%, CPU Time: 20:24
Memory: 129 MB, CPU Usage: 83.0%, CPU Time: 20:25
Memory: 119 MB, CPU Usage: 83.0%, CPU Time: 20:26
Memory: 119 MB, CPU Usage: 83.0%, CPU Time: 20:28
Memory: 131 MB, CPU Usage: 83.0%, CPU Time: 20:29
Memory: 127 MB, CPU Usage: 83.0%, CPU Time: 20:30
Memory: 119 MB, CPU Usage: 83.1%, CPU Time: 20:31
Memory: 124 MB, CPU Usage: 83.1%, CPU Time: 20:32
Memory: 119 MB, CPU Usage: 83.1%, CPU Time: 20:33
Memory: 124 MB, CPU Usage: 83.1%, CPU Time: 20:34
Memory: 116 MB, CPU Usage: 83.1%, CPU Time: 20:35
Memory: 124 MB, CPU Usage: 83.1%, CPU Time: 20:36
Memory: 124 MB, CPU Usage: 83.1%, CPU Time: 20:37
Memory: 123 MB, CPU Usage: 83.1%, CPU Time: 20:38
Memory: 119 MB, CPU Usage: 83.1%, CPU Time: 20:39
Memory: 123 MB, CPU Usage: 83.1%, CPU Time: 20:40
Memory: 123 MB, CPU Usage: 83.1%, CPU Time: 20:41
Memory: 124 MB, CPU Usage: 83.1%, CPU Time: 20:42
Memory: 124 MB, CPU Usage: 83.1%, CPU Time: 20:43
Memory: 123 MB, CPU Usage: 83.2%, CPU Time: 20:44
Memory: 123 MB, CPU Usage: 83.2%, CPU Time: 20:45
Memory: 123 MB, CPU Usage: 83.2%, CPU Time: 20:46
Memory: 123 MB, CPU Usage: 83.2%, CPU Time: 20:47
Memory: 123 MB, CPU Usage: 83.2%, CPU Time: 20:48
Memory: 123 MB, CPU Usage: 83.2%, CPU Time: 20:49
Memory: 119 MB, CPU Usage: 83.2%, CPU Time: 20:50
Memory: 123 MB, CPU Usage: 83.2%, CPU Time: 20:51
Memory: 123 MB, CPU Usage: 83.2%, CPU Time: 20:52
Memory: 123 MB, CPU Usage: 83.2%, CPU Time: 20:53
Memory: 123 MB, CPU Usage: 83.2%, CPU Time: 20:55
Memory: 123 MB, CPU Usage: 83.2%, CPU Time: 20:56
Memory: 124 MB, CPU Usage: 83.2%, CPU Time: 20:57
Memory: 123 MB, CPU Usage: 83.2%, CPU Time: 20:58
Memory: 119 MB, CPU Usage: 83.3%, CPU Time: 20:59
Memory: 124 MB, CPU Usage: 83.3%, CPU Time: 21:00
Memory: 123 MB, CPU Usage: 83.3%, CPU Time: 21:01
Memory: 123 MB, CPU Usage: 83.3%, CPU Time: 21:02
Memory: 124 MB, CPU Usage: 83.3%, CPU Time: 21:03
Memory: 123 MB, CPU Usage: 83.3%, CPU Time: 21:04
Memory: 123 MB, CPU Usage: 83.3%, CPU Time: 21:05
Memory: 123 MB, CPU Usage: 83.3%, CPU Time: 21:06
Memory: 123 MB, CPU Usage: 83.3%, CPU Time: 21:07
Memory: 123 MB, CPU Usage: 83.3%, CPU Time: 21:08
Memory: 125 MB, CPU Usage: 83.3%, CPU Time: 21:09
Memory: 125 MB, CPU Usage: 83.3%, CPU Time: 21:10
Memory: 125 MB, CPU Usage: 83.3%, CPU Time: 21:11
Memory: 129 MB, CPU Usage: 83.3%, CPU Time: 21:12
Memory: 124 MB, CPU Usage: 83.4%, CPU Time: 21:13
Memory: 124 MB, CPU Usage: 83.4%, CPU Time: 21:14
Memory: 124 MB, CPU Usage: 83.4%, CPU Time: 21:15
Memory: 124 MB, CPU Usage: 83.4%, CPU Time: 21:16
Memory: 121 MB, CPU Usage: 83.4%, CPU Time: 21:17
Memory: 124 MB, CPU Usage: 83.4%, CPU Time: 21:18
Memory: 132 MB, CPU Usage: 83.4%, CPU Time: 21:19
Memory: 121 MB, CPU Usage: 83.4%, CPU Time: 21:20
Memory: 125 MB, CPU Usage: 83.4%, CPU Time: 21:22
Memory: 120 MB, CPU Usage: 83.4%, CPU Time: 21:23
Memory: 123 MB, CPU Usage: 83.4%, CPU Time: 21:24
Memory: 124 MB, CPU Usage: 83.4%, CPU Time: 21:25
Memory: 124 MB, CPU Usage: 83.4%, CPU Time: 21:26
Memory: 124 MB, CPU Usage: 83.4%, CPU Time: 21:27
Memory: 125 MB, CPU Usage: 83.5%, CPU Time: 21:28
Memory: 124 MB, CPU Usage: 83.5%, CPU Time: 21:29
Memory: 124 MB, CPU Usage: 83.5%, CPU Time: 21:30
Memory: 120 MB, CPU Usage: 83.5%, CPU Time: 21:31
Memory: 120 MB, CPU Usage: 83.5%, CPU Time: 21:32
Memory: 125 MB, CPU Usage: 83.5%, CPU Time: 21:33
Memory: 124 MB, CPU Usage: 83.5%, CPU Time: 21:34
Memory: 124 MB, CPU Usage: 83.5%, CPU Time: 21:35
Memory: 124 MB, CPU Usage: 83.5%, CPU Time: 21:36
